date,weightclass,fighter,rank
3/18/13,Women's Bantamweight,Ronda Rousey,0
3/18/13,Women's Bantamweight,Miesha Tate,1
3/18/13,Women's Bantamweight,Sarah Kaufman,2
3/18/13,Women's Bantamweight,Liz Carmouche,3
3/18/13,Women's Bantamweight,Cat Zingano,4
3/18/13,Women's Bantamweight,Alexis Davis,5
3/18/13,Women's Bantamweight,Sara McMann,6
3/18/13,Women's Bantamweight,Amanda Nunes,7
3/18/13,Women's Bantamweight,Julie Kedzie,8
3/18/13,Women's Bantamweight,Germaine de Randamie,9
3/18/13,Women's Bantamweight,Sheila Gaff,10
4/22/13,Pound-for-Pound,Anderson Silva,1
4/22/13,Pound-for-Pound,Jon Jones,2
4/22/13,Pound-for-Pound,Georges St-Pierre,3
4/22/13,Pound-for-Pound,Jose Aldo,4
4/22/13,Pound-for-Pound,Benson Henderson,5
4/22/13,Pound-for-Pound,Cain Velasquez,6
4/22/13,Pound-for-Pound,Demetrious Johnson,7
4/22/13,Pound-for-Pound,Renan Barao,8
4/22/13,Pound-for-Pound,Dominick Cruz,9
4/22/13,Pound-for-Pound,Frankie Edgar,10
4/22/13,Flyweight,Demetrious Johnson,0
4/22/13,Flyweight,Joseph Benavidez,1
4/22/13,Flyweight,John Dodson,2
4/22/13,Flyweight,Ian McCall,3
4/22/13,Flyweight,John Moraga,4
4/22/13,Flyweight,Jussier Da Silva,5
4/22/13,Flyweight,Louis Gaudinot,6
4/22/13,Flyweight,Chris Cariaso,7
4/22/13,Flyweight,John Lineker,8
4/22/13,Flyweight,Darren Uyenoyama,9
4/22/13,Flyweight,Timothy Elliott,10
4/22/13,Bantamweight,Dominick Cruz,0
4/22/13,Bantamweight,Renan Barao,1
4/22/13,Bantamweight,Urijah Faber,2
4/22/13,Bantamweight,Michael McDonald,3
4/22/13,Bantamweight,Eddie Wineland,4
4/22/13,Bantamweight,Brad Pickett,5
4/22/13,Bantamweight,Raphael Assuncao,6
4/22/13,Bantamweight,Scott Jorgensen,7
4/22/13,Bantamweight,Brian Bowles,8
4/22/13,Bantamweight,Mike Easton,9
4/22/13,Bantamweight,Ivan Menjivar,10
4/22/13,Featherweight,Jose Aldo,0
4/22/13,Featherweight,Chad Mendes,1
4/22/13,Featherweight,Ricardo Lamas,2
4/22/13,Featherweight,Frankie Edgar,3
4/22/13,Featherweight,Chan Sung Jung,4
4/22/13,Featherweight,Cub Swanson,5
4/22/13,Featherweight,Dennis Siver,6
4/22/13,Featherweight,Dustin Poirier,7
4/22/13,Featherweight,Clay Guida,8
4/22/13,Featherweight,Erik Koch,9
4/22/13,Featherweight,Nik Lentz,10
4/22/13,Lightweight,Benson Henderson,0
4/22/13,Lightweight,Gilbert Melendez,1
4/22/13,Lightweight,Anthony Pettis,2
4/22/13,Lightweight,Gray Maynard,3
4/22/13,Lightweight,Jim Miller,4
4/22/13,Lightweight,Donald Cerrone,5
4/22/13,Lightweight,Nate Diaz,6
4/22/13,Lightweight,TJ Grant,7
4/22/13,Lightweight,Josh Thomson,8
4/22/13,Lightweight,Rafael dos Anjos,9
4/22/13,Lightweight,Khabib Nurmagomedov,10
4/22/13,Welterweight,Georges St-Pierre,0
4/22/13,Welterweight,Johny Hendricks,1
4/22/13,Welterweight,Carlos Condit,2
4/22/13,Welterweight,Rory MacDonald,3
4/22/13,Welterweight,Jake Ellenberger,4
4/22/13,Welterweight,Demian Maia,5
4/22/13,Welterweight,Nick Diaz,6
4/22/13,Welterweight,Martin Kampmann,7
4/22/13,Welterweight,Tarec Saffiedine,8
4/22/13,Welterweight,Robbie Lawler,9
4/22/13,Welterweight,Josh Koscheck,10
4/22/13,Middleweight,Anderson Silva,0
4/22/13,Middleweight,Chris Weidman,1
4/22/13,Middleweight,Vitor Belfort,2
4/22/13,Middleweight,Yushin Okami,3
4/22/13,Middleweight,Michael Bisping,4
4/22/13,Middleweight,Luke Rockhold,5
4/22/13,Middleweight,Constantinos Philippou,6
4/22/13,Middleweight,Mark Munoz,7
4/22/13,Middleweight,Ronaldo Souza,8
4/22/13,Middleweight,Chael Sonnen,9
4/22/13,Middleweight,Alan Belcher,10
4/22/13,Light Heavyweight,Jon Jones,0
4/22/13,Light Heavyweight,Lyoto Machida,1
4/22/13,Light Heavyweight,Alexander Gustafsson,2
4/22/13,Light Heavyweight,Dan Henderson,3
4/22/13,Light Heavyweight,Glover Teixeira,4
4/22/13,Light Heavyweight,Antonio Rogerio Nogueira,5
4/22/13,Light Heavyweight,Rashad Evans,6
4/22/13,Light Heavyweight,Mauricio Rua,7
4/22/13,Light Heavyweight,Phil Davis,8
4/22/13,Light Heavyweight,Gegard Mousasi,9
4/22/13,Light Heavyweight,Ryan Bader,10
4/22/13,Heavyweight,Cain Velasquez,0
4/22/13,Heavyweight,Junior dos Santos,1
4/22/13,Heavyweight,Daniel Cormier,2
4/22/13,Heavyweight,Fabricio Werdum,3
4/22/13,Heavyweight,Antonio Silva,4
4/22/13,Heavyweight,Alistair Overeem,5
4/22/13,Heavyweight,Roy Nelson,6
4/22/13,Heavyweight,Frank Mir,7
4/22/13,Heavyweight,Antonio Rodrigo Nogueira,8
4/22/13,Heavyweight,Mark Hunt,9
4/22/13,Heavyweight,Travis Browne,10
4/22/13,Women's Bantamweight,Ronda Rousey,0
4/22/13,Women's Bantamweight,Cat Zingano,1
4/22/13,Women's Bantamweight,Sarah Kaufman,2
4/22/13,Women's Bantamweight,Miesha Tate,3
4/22/13,Women's Bantamweight,Liz Carmouche,4
4/22/13,Women's Bantamweight,Alexis Davis,5
4/22/13,Women's Bantamweight,Sara McMann,6
4/22/13,Women's Bantamweight,Amanda Nunes,7
4/22/13,Women's Bantamweight,Julie Kedzie,8
4/22/13,Women's Bantamweight,Sheila Gaff,9
4/22/13,Women's Bantamweight,Germaine de Randamie,10
7/8/13,Pound-for-Pound,Jon Jones,1
7/8/13,Pound-for-Pound,Georges St-Pierre,2
7/8/13,Pound-for-Pound,Anderson Silva,3
7/8/13,Pound-for-Pound,Jose Aldo,4
7/8/13,Pound-for-Pound,Benson Henderson,5
7/8/13,Pound-for-Pound,Cain Velasquez,6
7/8/13,Pound-for-Pound,Demetrious Johnson,7
7/8/13,Pound-for-Pound,Renan Barao,8
7/8/13,Pound-for-Pound,Dominick Cruz,9
7/8/13,Pound-for-Pound,Chris Weidman,10
7/8/13,Flyweight,Demetrious Johnson,0
7/8/13,Flyweight,Joseph Benavidez,1
7/8/13,Flyweight,John Dodson,2
7/8/13,Flyweight,Ian McCall,3
7/8/13,Flyweight,John Moraga,4
7/8/13,Flyweight,Jussier Formiga,5
7/8/13,Flyweight,Louis Gaudinot,6
7/8/13,Flyweight,John Lineker,7
7/8/13,Flyweight,Chris Cariaso,8
7/8/13,Flyweight,Darren Uyenoyama,9
7/8/13,Flyweight,Timothy Elliott,10
7/8/13,Bantamweight,Dominick Cruz,0
7/8/13,Bantamweight,Renan Barao,1
7/8/13,Bantamweight,Urijah Faber,2
7/8/13,Bantamweight,Michael McDonald,3
7/8/13,Bantamweight,Eddie Wineland,4
7/8/13,Bantamweight,Brad Pickett,5
7/8/13,Bantamweight,Raphael Assuncao,6
7/8/13,Bantamweight,Scott Jorgensen,7
7/8/13,Bantamweight,Mike Easton,8
7/8/13,Bantamweight,TJ Dillashaw,9
7/8/13,Bantamweight,Ivan Menjivar,10
7/8/13,Featherweight,Jose Aldo,0
7/8/13,Featherweight,Chad Mendes,1
7/8/13,Featherweight,Ricardo Lamas,2
7/8/13,Featherweight,Frankie Edgar,3
7/8/13,Featherweight,Cub Swanson,4
7/8/13,Featherweight,Chan Sung Jung,5
7/8/13,Featherweight,Dennis Siver,6
7/8/13,Featherweight,Dustin Poirier,7
7/8/13,Featherweight,Clay Guida,8
7/8/13,Featherweight,Nik Lentz,9
7/8/13,Featherweight,Erik Koch,10
7/8/13,Lightweight,Benson Henderson,0
7/8/13,Lightweight,Gilbert Melendez,1
7/8/13,Lightweight,Anthony Pettis,2
7/8/13,Lightweight,TJ Grant,3
7/8/13,Lightweight,Josh Thomson,4
7/8/13,Lightweight,Gray Maynard,5
7/8/13,Lightweight,Donald Cerrone,6
7/8/13,Lightweight,Nate Diaz,7
7/8/13,Lightweight,Jim Miller,8
7/8/13,Lightweight,Pat Healy,9
7/8/13,Lightweight,Rafael dos Anjos,10
7/8/13,Welterweight,Georges St-Pierre,0
7/8/13,Welterweight,Johny Hendricks,1
7/8/13,Welterweight,Carlos Condit,2
7/8/13,Welterweight,Rory MacDonald,3
7/8/13,Welterweight,Jake Ellenberger,4
7/8/13,Welterweight,Demian Maia,5
7/8/13,Welterweight,Nick Diaz,6
7/8/13,Welterweight,Martin Kampmann,7
7/8/13,Welterweight,Tarec Saffiedine,8
7/8/13,Welterweight,Robbie Lawler,9
7/8/13,Welterweight,Josh Koscheck,10
7/8/13,Middleweight,Chris Weidman,0
7/8/13,Middleweight,Anderson Silva,1
7/8/13,Middleweight,Vitor Belfort,2
7/8/13,Middleweight,Yushin Okami,3
7/8/13,Middleweight,Michael Bisping,4
7/8/13,Middleweight,Ronaldo Souza,5
7/8/13,Middleweight,Mark Munoz,6
7/8/13,Middleweight,Costa Philippou,7
7/8/13,Middleweight,Luke Rockhold,8
7/8/13,Middleweight,Chael Sonnen,9
7/8/13,Middleweight,Tim Boetsch,10
7/8/13,Light Heavyweight,Jon Jones,0
7/8/13,Light Heavyweight,Lyoto Machida,1
7/8/13,Light Heavyweight,Alexander Gustafsson,2
7/8/13,Light Heavyweight,Glover Teixeira,3
7/8/13,Light Heavyweight,Rashad Evans,4
7/8/13,Light Heavyweight,Antonio Rogerio Nogueira,5
7/8/13,Light Heavyweight,Dan Henderson,6
7/8/13,Light Heavyweight,Mauricio Rua,7
7/8/13,Light Heavyweight,Phil Davis,8
7/8/13,Light Heavyweight,Gegard Mousasi,9
7/8/13,Light Heavyweight,Ryan Bader,10
7/8/13,Heavyweight,Cain Velasquez,0
7/8/13,Heavyweight,Junior dos Santos,1
7/8/13,Heavyweight,Daniel Cormier,2
7/8/13,Heavyweight,Fabricio Werdum,3
7/8/13,Heavyweight,Antonio Silva,4
7/8/13,Heavyweight,Alistair Overeem,5
7/8/13,Heavyweight,Frank Mir,6
7/8/13,Heavyweight,Roy Nelson,7
7/8/13,Heavyweight,Travis Browne,8
7/8/13,Heavyweight,Stipe Miocic,9
7/8/13,Heavyweight,Josh Barnett,10
7/8/13,Women's Bantamweight,Ronda Rousey,0
7/8/13,Women's Bantamweight,Cat Zingano,1
7/8/13,Women's Bantamweight,Sarah Kaufman,2
7/8/13,Women's Bantamweight,Miesha Tate,3
7/8/13,Women's Bantamweight,Sara McMann,4
7/8/13,Women's Bantamweight,Liz Carmouche,5
7/8/13,Women's Bantamweight,Alexis Davis,6
7/8/13,Women's Bantamweight,Amanda Nunes,7
7/8/13,Women's Bantamweight,Julie Kedzie,8
7/8/13,Women's Bantamweight,Sheila Gaff,9
7/8/13,Women's Bantamweight,Germaine de Randamie,10
8/5/13,Pound-for-Pound,Jon Jones,1
8/5/13,Pound-for-Pound,Georges St-Pierre,2
8/5/13,Pound-for-Pound,Anderson Silva,3
8/5/13,Pound-for-Pound,Jose Aldo,4
8/5/13,Pound-for-Pound,Benson Henderson,5
8/5/13,Pound-for-Pound,Cain Velasquez,6
8/5/13,Pound-for-Pound,Demetrious Johnson,7
8/5/13,Pound-for-Pound,Renan Barao,8
8/5/13,Pound-for-Pound,Dominick Cruz,9
8/5/13,Pound-for-Pound,Chris Weidman,10
8/5/13,Flyweight,Demetrious Johnson,0
8/5/13,Flyweight,Joseph Benavidez,1
8/5/13,Flyweight,John Dodson,2
8/5/13,Flyweight,Ian McCall,3
8/5/13,Flyweight,John Moraga,4
8/5/13,Flyweight,Jussier Formiga,5
8/5/13,Flyweight,John Lineker,6
8/5/13,Flyweight,Louis Gaudinot,7
8/5/13,Flyweight,Chris Cariaso,8
8/5/13,Flyweight,Darren Uyenoyama,9
8/5/13,Flyweight,Timothy Elliott,10
8/5/13,Bantamweight,Dominick Cruz,0
8/5/13,Bantamweight,Renan Barao,1
8/5/13,Bantamweight,Urijah Faber,2
8/5/13,Bantamweight,Michael McDonald,3
8/5/13,Bantamweight,Eddie Wineland,4
8/5/13,Bantamweight,Brad Pickett,5
8/5/13,Bantamweight,Raphael Assuncao,6
8/5/13,Bantamweight,Scott Jorgensen,7
8/5/13,Bantamweight,Mike Easton,8
8/5/13,Bantamweight,Ivan Menjivar,9
8/5/13,Bantamweight,TJ Dillashaw,10
8/5/13,Featherweight,Jose Aldo,0
8/5/13,Featherweight,Chad Mendes,1
8/5/13,Featherweight,Ricardo Lamas,2
8/5/13,Featherweight,Frankie Edgar,3
8/5/13,Featherweight,Cub Swanson,4
8/5/13,Featherweight,Chan Sung Jung,5
8/5/13,Featherweight,Dennis Siver,6
8/5/13,Featherweight,Dustin Poirier,7
8/5/13,Featherweight,Nik Lentz,8
8/5/13,Featherweight,Clay Guida,9
8/5/13,Featherweight,Erik Koch,10
8/5/13,Lightweight,Benson Henderson,0
8/5/13,Lightweight,Gilbert Melendez,1
8/5/13,Lightweight,Anthony Pettis,2
8/5/13,Lightweight,TJ Grant,3
8/5/13,Lightweight,Gray Maynard,4
8/5/13,Lightweight,Josh Thomson,5
8/5/13,Lightweight,Donald Cerrone,6
8/5/13,Lightweight,Nate Diaz,7
8/5/13,Lightweight,Jim Miller,8
8/5/13,Lightweight,Pat Healy,9
8/5/13,Lightweight,Rafael dos Anjos,10
8/5/13,Welterweight,Georges St-Pierre,0
8/5/13,Welterweight,Johny Hendricks,1
8/5/13,Welterweight,Carlos Condit,2
8/5/13,Welterweight,Rory MacDonald,3
8/5/13,Welterweight,Demian Maia,4
8/5/13,Welterweight,Jake Ellenberger,5
8/5/13,Welterweight,Martin Kampmann,6
8/5/13,Welterweight,Nick Diaz,7
8/5/13,Welterweight,Tarec Saffiedine,8
8/5/13,Welterweight,Robbie Lawler,9
8/5/13,Welterweight,Josh Koscheck,10
8/5/13,Middleweight,Chris Weidman,0
8/5/13,Middleweight,Anderson Silva,1
8/5/13,Middleweight,Vitor Belfort,2
8/5/13,Middleweight,Yushin Okami,3
8/5/13,Middleweight,Michael Bisping,4
8/5/13,Middleweight,Ronaldo Souza,5
8/5/13,Middleweight,Mark Munoz,6
8/5/13,Middleweight,Costa Philippou,7
8/5/13,Middleweight,Luke Rockhold,8
8/5/13,Middleweight,Chael Sonnen,9
8/5/13,Middleweight,Tim Boetsch,10
8/5/13,Light Heavyweight,Jon Jones,0
8/5/13,Light Heavyweight,Alexander Gustafsson,1
8/5/13,Light Heavyweight,Lyoto Machida,2
8/5/13,Light Heavyweight,Glover Teixeira,3
8/5/13,Light Heavyweight,Phil Davis,4
8/5/13,Light Heavyweight,Rashad Evans,5
8/5/13,Light Heavyweight,Antonio Rogerio Nogueira,6
8/5/13,Light Heavyweight,Dan Henderson,7
8/5/13,Light Heavyweight,Mauricio Rua,8
8/5/13,Light Heavyweight,Gegard Mousasi,9
8/5/13,Light Heavyweight,Ryan Bader,10
8/5/13,Heavyweight,Cain Velasquez,0
8/5/13,Heavyweight,Junior dos Santos,1
8/5/13,Heavyweight,Daniel Cormier,2
8/5/13,Heavyweight,Fabricio Werdum,3
8/5/13,Heavyweight,Antonio Silva,4
8/5/13,Heavyweight,Alistair Overeem,5
8/5/13,Heavyweight,Frank Mir,6
8/5/13,Heavyweight,Roy Nelson,7
8/5/13,Heavyweight,Travis Browne,8
8/5/13,Heavyweight,Stipe Miocic,9
8/5/13,Heavyweight,Josh Barnett,10
8/5/13,Women's Bantamweight,Ronda Rousey,0
8/5/13,Women's Bantamweight,Cat Zingano,1
8/5/13,Women's Bantamweight,Sarah Kaufman,2
8/5/13,Women's Bantamweight,Miesha Tate,3
8/5/13,Women's Bantamweight,Sara McMann,4
8/5/13,Women's Bantamweight,Liz Carmouche,5
8/5/13,Women's Bantamweight,Alexis Davis,6
8/5/13,Women's Bantamweight,Amanda Nunes,7
8/5/13,Women's Bantamweight,Germaine de Randamie,8
8/5/13,Women's Bantamweight,Julie Kedzie,9
8/5/13,Women's Bantamweight,Sheila Gaff,10
9/6/13,Pound-for-Pound,Jon Jones,1
9/6/13,Pound-for-Pound,Georges St-Pierre,2
9/6/13,Pound-for-Pound,Anderson Silva,3
9/6/13,Pound-for-Pound,Jose Aldo,4
9/6/13,Pound-for-Pound,Cain Velasquez,5
9/6/13,Pound-for-Pound,Demetrious Johnson,6
9/6/13,Pound-for-Pound,Renan Barao,7
9/6/13,Pound-for-Pound,Anthony Pettis,8
9/6/13,Pound-for-Pound,Chris Weidman,9
9/6/13,Pound-for-Pound,Benson Henderson,10
9/6/13,Flyweight,Demetrious Johnson,0
9/6/13,Flyweight,Joseph Benavidez,1
9/6/13,Flyweight,John Dodson,2
9/6/13,Flyweight,Ian McCall,3
9/6/13,Flyweight,John Moraga,4
9/6/13,Flyweight,John Lineker,5
9/6/13,Flyweight,Jussier Formiga,6
9/6/13,Flyweight,Timothy Elliott,7
9/6/13,Flyweight,Chris Cariaso,8
9/6/13,Flyweight,Louis Gaudinot,9
9/6/13,Flyweight,Darren Uyenoyama,10
9/6/13,Bantamweight,Dominick Cruz,0
9/6/13,Bantamweight,Renan Barao,1
9/6/13,Bantamweight,Urijah Faber,2
9/6/13,Bantamweight,Michael McDonald,3
9/6/13,Bantamweight,Eddie Wineland,4
9/6/13,Bantamweight,Raphael Assuncao,5
9/6/13,Bantamweight,Brad Pickett,6
9/6/13,Bantamweight,Scott Jorgensen,7
9/6/13,Bantamweight,Mike Easton,8
9/6/13,Bantamweight,TJ Dillashaw,9
9/6/13,Bantamweight,Ivan Menjivar,10
9/6/13,Featherweight,Jose Aldo,0
9/6/13,Featherweight,Chad Mendes,1
9/6/13,Featherweight,Ricardo Lamas,2
9/6/13,Featherweight,Frankie Edgar,3
9/6/13,Featherweight,Cub Swanson,4
9/6/13,Featherweight,Chan Sung Jung,5
9/6/13,Featherweight,Dustin Poirier,6
9/6/13,Featherweight,Dennis Siver,7
9/6/13,Featherweight,Nik Lentz,8
9/6/13,Featherweight,Clay Guida,9
9/6/13,Featherweight,Erik Koch,10
9/6/13,Lightweight,Anthony Pettis,0
9/6/13,Lightweight,Benson Henderson,1
9/6/13,Lightweight,Gilbert Melendez,2
9/6/13,Lightweight,TJ Grant,3
9/6/13,Lightweight,Gray Maynard,4
9/6/13,Lightweight,Josh Thomson,5
9/6/13,Lightweight,Rafael dos Anjos,6
9/6/13,Lightweight,Nate Diaz,7
9/6/13,Lightweight,Jim Miller,8
9/6/13,Lightweight,Donald Cerrone,9
9/6/13,Lightweight,Pat Healy,10
9/6/13,Welterweight,Georges St-Pierre,0
9/6/13,Welterweight,Johny Hendricks,1
9/6/13,Welterweight,Carlos Condit,2
9/6/13,Welterweight,Rory MacDonald,3
9/6/13,Welterweight,Demian Maia,4
9/6/13,Welterweight,Jake Ellenberger,5
9/6/13,Welterweight,Martin Kampmann,6
9/6/13,Welterweight,Nick Diaz,7
9/6/13,Welterweight,Robbie Lawler,8
9/6/13,Welterweight,Tarec Saffiedine,9
9/6/13,Welterweight,Matt Brown,10
9/6/13,Middleweight,Chris Weidman,0
9/6/13,Middleweight,Anderson Silva,1
9/6/13,Middleweight,Vitor Belfort,2
9/6/13,Middleweight,Ronaldo Souza,3
9/6/13,Middleweight,Michael Bisping,4
9/6/13,Middleweight,Mark Munoz,5
9/6/13,Middleweight,Yushin Okami,6
9/6/13,Middleweight,Costa Philippou,7
9/6/13,Middleweight,Luke Rockhold,8
9/6/13,Middleweight,Chael Sonnen,9
9/6/13,Middleweight,Tim Boetsch,10
9/6/13,Light Heavyweight,Jon Jones,0
9/6/13,Light Heavyweight,Alexander Gustafsson,1
9/6/13,Light Heavyweight,Glover Teixeira,2
9/6/13,Light Heavyweight,Phil Davis,3
9/6/13,Light Heavyweight,Lyoto Machida,4
9/6/13,Light Heavyweight,Rashad Evans,5
9/6/13,Light Heavyweight,Antonio Rogerio Nogueira,6
9/6/13,Light Heavyweight,Dan Henderson,7
9/6/13,Light Heavyweight,Gegard Mousasi,8
9/6/13,Light Heavyweight,Chael Sonnen,9
9/6/13,Light Heavyweight,Mauricio Rua,10
9/6/13,Heavyweight,Cain Velasquez,0
9/6/13,Heavyweight,Junior dos Santos,1
9/6/13,Heavyweight,Daniel Cormier,2
9/6/13,Heavyweight,Fabricio Werdum,3
9/6/13,Heavyweight,Antonio Silva,4
9/6/13,Heavyweight,Travis Browne,5
9/6/13,Heavyweight,Josh Barnett,6
9/6/13,Heavyweight,Alistair Overeem,7
9/6/13,Heavyweight,Frank Mir,8
9/6/13,Heavyweight,Roy Nelson,9
9/6/13,Heavyweight,Stipe Miocic,10
9/6/13,Women's Bantamweight,Ronda Rousey,0
9/6/13,Women's Bantamweight,Cat Zingano,1
9/6/13,Women's Bantamweight,Sarah Kaufman,2
9/6/13,Women's Bantamweight,Miesha Tate,3
9/6/13,Women's Bantamweight,Sara McMann,4
9/6/13,Women's Bantamweight,Liz Carmouche,5
9/6/13,Women's Bantamweight,Alexis Davis,6
9/6/13,Women's Bantamweight,Amanda Nunes,7
9/6/13,Women's Bantamweight,Germaine de Randamie,8
9/6/13,Women's Bantamweight,Julie Kedzie,9
9/6/13,Women's Bantamweight,Rosi Sexton,10
9/23/13,Pound-for-Pound,Jon Jones,1
9/23/13,Pound-for-Pound,Georges St-Pierre,2
9/23/13,Pound-for-Pound,Jose Aldo,3
9/23/13,Pound-for-Pound,Anderson Silva,4
9/23/13,Pound-for-Pound,Cain Velasquez,5
9/23/13,Pound-for-Pound,Renan Barao,6
9/23/13,Pound-for-Pound,Demetrious Johnson,7
9/23/13,Pound-for-Pound,Anthony Pettis,8
9/23/13,Pound-for-Pound,Chris Weidman,9
9/23/13,Pound-for-Pound,Benson Henderson,10
9/23/13,Flyweight,Demetrious Johnson,0
9/23/13,Flyweight,Joseph Benavidez,1
9/23/13,Flyweight,John Dodson,2
9/23/13,Flyweight,Ian McCall,3
9/23/13,Flyweight,John Moraga,4
9/23/13,Flyweight,John Lineker,5
9/23/13,Flyweight,Jussier Formiga,6
9/23/13,Flyweight,Timothy Elliott,7
9/23/13,Flyweight,Chris Cariaso,8
9/23/13,Flyweight,Louis Gaudinot,9
9/23/13,Flyweight,Darren Uyenoyama,10
9/23/13,Bantamweight,Dominick Cruz,0
9/23/13,Bantamweight,Renan Barao,1
9/23/13,Bantamweight,Urijah Faber,2
9/23/13,Bantamweight,Michael McDonald,3
9/23/13,Bantamweight,Eddie Wineland,4
9/23/13,Bantamweight,Raphael Assuncao,5
9/23/13,Bantamweight,Brad Pickett,6
9/23/13,Bantamweight,Scott Jorgensen,7
9/23/13,Bantamweight,Mike Easton,8
9/23/13,Bantamweight,TJ Dillashaw,9
9/23/13,Bantamweight,Takeya Mizugaki,10
9/23/13,Featherweight,Jose Aldo,0
9/23/13,Featherweight,Chad Mendes,1
9/23/13,Featherweight,Ricardo Lamas,2
9/23/13,Featherweight,Frankie Edgar,3
9/23/13,Featherweight,Cub Swanson,4
9/23/13,Featherweight,Chan Sung Jung,5
9/23/13,Featherweight,Dustin Poirier,6
9/23/13,Featherweight,Dennis Siver,7
9/23/13,Featherweight,Nik Lentz,8
9/23/13,Featherweight,Clay Guida,9
9/23/13,Featherweight,Erik Koch,10
9/23/13,Lightweight,Anthony Pettis,0
9/23/13,Lightweight,Benson Henderson,1
9/23/13,Lightweight,Gilbert Melendez,2
9/23/13,Lightweight,TJ Grant,3
9/23/13,Lightweight,Josh Thomson,4
9/23/13,Lightweight,Gray Maynard,5
9/23/13,Lightweight,Rafael dos Anjos,6
9/23/13,Lightweight,Khabib Nurmagomedov,7
9/23/13,Lightweight,Nate Diaz,8
9/23/13,Lightweight,Jim Miller,9
9/23/13,Lightweight,Donald Cerrone,10
9/23/13,Welterweight,Georges St-Pierre,0
9/23/13,Welterweight,Johny Hendricks,1
9/23/13,Welterweight,Carlos Condit,2
9/23/13,Welterweight,Rory MacDonald,3
9/23/13,Welterweight,Demian Maia,4
9/23/13,Welterweight,Jake Ellenberger,5
9/23/13,Welterweight,Martin Kampmann,6
9/23/13,Welterweight,Nick Diaz,7
9/23/13,Welterweight,Robbie Lawler,8
9/23/13,Welterweight,Tarec Saffiedine,9
9/23/13,Welterweight,Matt Brown,10
9/23/13,Middleweight,Chris Weidman,0
9/23/13,Middleweight,Anderson Silva,1
9/23/13,Middleweight,Vitor Belfort,2
9/23/13,Middleweight,Ronaldo Souza,3
9/23/13,Middleweight,Michael Bisping,4
9/23/13,Middleweight,Mark Munoz,5
9/23/13,Middleweight,Luke Rockhold,6
9/23/13,Middleweight,Francis Carmont,7
9/23/13,Middleweight,Costa Philippou,8
9/23/13,Middleweight,Chael Sonnen,9
9/23/13,Middleweight,Tim Boetsch,10
9/23/13,Light Heavyweight,Jon Jones,0
9/23/13,Light Heavyweight,Alexander Gustafsson,1
9/23/13,Light Heavyweight,Glover Teixeira,2
9/23/13,Light Heavyweight,Phil Davis,3
9/23/13,Light Heavyweight,Rashad Evans,4
9/23/13,Light Heavyweight,Lyoto Machida,5
9/23/13,Light Heavyweight,Antonio Rogerio Nogueira,6
9/23/13,Light Heavyweight,Dan Henderson,7
9/23/13,Light Heavyweight,Chael Sonnen,8
9/23/13,Light Heavyweight,Gegard Mousasi,9
9/23/13,Light Heavyweight,Mauricio Rua,10
9/23/13,Heavyweight,Cain Velasquez,0
9/23/13,Heavyweight,Junior Dos Santos,1
9/23/13,Heavyweight,Daniel Cormier,2
9/23/13,Heavyweight,Fabricio Werdum,3
9/23/13,Heavyweight,Antonio Silva,4
9/23/13,Heavyweight,Travis Browne,5
9/23/13,Heavyweight,Josh Barnett,6
9/23/13,Heavyweight,Frank Mir,7
9/23/13,Heavyweight,Alistair Overeem,8
9/23/13,Heavyweight,Roy Nelson,9
9/23/13,Heavyweight,Stipe Miocic,10
9/23/13,Women's Bantamweight,Ronda Rousey,0
9/23/13,Women's Bantamweight,Cat Zingano,1
9/23/13,Women's Bantamweight,Sarah Kaufman,2
9/23/13,Women's Bantamweight,Miesha Tate,3
9/23/13,Women's Bantamweight,Sara McMann,4
9/23/13,Women's Bantamweight,Liz Carmouche,5
9/23/13,Women's Bantamweight,Alexis Davis,6
9/23/13,Women's Bantamweight,Amanda Nunes,7
9/23/13,Women's Bantamweight,Germaine de Randamie,8
9/23/13,Women's Bantamweight,Julie Kedzie,9
9/23/13,Women's Bantamweight,Rosi Sexton,10
10/11/13,Pound-for-Pound,Jon Jones,1
10/11/13,Pound-for-Pound,Georges St-Pierre,2
10/11/13,Pound-for-Pound,Anderson Silva,3
10/11/13,Pound-for-Pound,Jose Aldo,4
10/11/13,Pound-for-Pound,Cain Velasquez,5
10/11/13,Pound-for-Pound,Renan Barao,6
10/11/13,Pound-for-Pound,Demetrious Johnson,7
10/11/13,Pound-for-Pound,Anthony Pettis,8
10/11/13,Pound-for-Pound,Chris Weidman,9
10/11/13,Pound-for-Pound,Benson Henderson,10
10/11/13,Flyweight,Demetrious Johnson,0
10/11/13,Flyweight,Joseph Benavidez,1
10/11/13,Flyweight,John Dodson,2
10/11/13,Flyweight,Ian McCall,3
10/11/13,Flyweight,John Moraga,4
